0.87,0.13,0.55,-0.6,-2.38,6.01
0.87,0.13,0.54,-2.94,1.56,5.42
0.87,0.13,0.55,-3.37,4.04,4.89
0.84,0.12,0.57,-1.72,3.75,3.13
0.86,0.13,0.56,-3.32,-5,3.85
0.89,0.13,0.55,-6.3,-3.66,6.87
0.9,0.09,0.54,-5.98,3.44,6.93
0.85,0.1,0.57,-1.27,6.42,3
0.87,0.09,0.56,-1.53,4.48,2.19
0.82,0.16,0.61,-0.3,-0.43,2.92
0.85,0.12,0.58,-6.52,-4.53,6.26
0.77,-0.04,0.73,-26.12,-26.37,-19.63
0.57,-0.72,1.19,-57.82,-130.55,-108.82
0.48,-1.7,0.29,-160.1,-56.23,-250
1.69,0.03,-0.77,249.99,-27.92,-250
0.35,1.86,1.07,-97.5,249.99,-250
0.93,0.32,0.45,-158.91,-113.68,-234.12
0.23,0.58,0.64,125.07,45.17,-200.61
0.35,1.35,0.67,86.24,-60.83,-114.67
0.45,1.25,0.43,-14.95,-93.7,-67.05
0.68,0.7,0.18,18.4,-54.55,-61.55
0.65,0.96,0.22,50,-22.94,-67.33
0.76,1.05,0.18,21.97,0.51,-34.61
0.48,0.89,0.41,-17.64,-4.86,2.91
0.79,0.93,0.25,12.37,-20.39,20.16
0.76,1.09,0.26,-2.03,-25.74,74.84
0.77,1.14,0.24,-62.81,-9.65,172.02
0.57,0.85,0.29,-158.11,-1.76,228.5
0.71,0.44,0.23,-167.23,-18.64,249.99
0.72,0.21,0.33,-98.97,-12.09,249.99
0.88,0.1,0.4,-73.45,-3.87,249.99
0.72,-0.03,0.52,-27.17,39.47,249.99
0.82,0.08,0.75,-6.19,9.32,239.97
0.8,-0.14,0.65,-82.53,13.94,176.27
0.88,-0.44,0.62,-28.8,8.25,117.93
0.93,-0.23,0.63,32.09,9.18,78.24
0.87,-0.1,0.68,8.21,4.5,47
0.87,-0.11,0.65,1.94,-12.73,28.77
0.89,-0.24,0.55,-19.52,-29.16,-6.1
0.86,-0.31,0.51,3.07,-40.01,-52.85
0.9,-0.49,0.45,-10.12,-44.78,-116.76
0.8,-0.61,0.42,30.36,-16.19,-198.43
0.68,-0.32,0.6,54.58,-17.79,-250
1.03,-0.08,0.25,102.73,-35.6,-250
0.77,0.44,0.42,115.33,16.14,-250
0.62,0.74,0.53,102.37,-44.31,-225.17
0.57,0.9,0.47,52.97,-43.93,-159.17
0.73,0.49,0.19,3.36,-80.91,-135.77
0.77,0.64,0.11,58.79,-7.28,-153.31
0.76,0.74,0.05,7.25,-0.95,-137.17
0.64,0.74,0.24,43.41,18.02,-120.35
0.61,0.96,0.4,41.72,19.36,-77.26
0.59,0.95,0.3,-14.04,-26.15,-35.16
0.75,0.86,0.21,18.37,-9.47,-16.11
0.59,0.88,0.28,-2.39,-2.91,-11.83
0.69,0.87,0.26,6.1,16.28,-2.96
0.68,0.92,0.21,0.32,7.74,21.37
0.78,1.11,0.22,0.71,23.67,83.47
0.63,1.38,0.46,-21.54,28.41,170.4
0.52,1.04,0.37,-175.2,-22.62,244.9
0.71,0.43,0.22,-161.51,-41.11,249.99
